zip,lat,lng
18424,41.23,-75.525
18425,41.438,-75.043
18426,41.326,-75.239
18427,41.405,-75.407
18428,41.404,-75.118
18430,41.756,-75.472
18431,41.617,-75.258
18433,41.573,-75.581
18434,41.454,-75.543
18435,41.456,-74.983
18436,41.443,-75.393
18437,41.872,-75.317
18438,41.439,-75.256
18439,41.826,-75.349
18441,41.656,-75.614
18443,41.663,-75.102
18444,41.329,-75.553
18445,41.298,-75.359
18446,41.656,-75.759
18447,41.513,-75.607
18451,41.397,-75.218
18452,41.484,-75.59
18453,41.758,-75.371
18454,41.827,-75.426
18455,41.893,-75.359
18456,41.613,-75.34
18457,41.472,-75.049
18458,41.396,-74.919
18459,41.504,-75.429
18460,41.25,-75.313
18461,41.929,-75.328
18462,41.914,-75.409
18463,41.358,-75.397
18464,41.403,-75.177
18465,41.831,-75.517
18466,41.196,-75.394
18469,41.704,-75.13
18470,41.725,-75.536
18471,41.529,-75.691
18472,41.583,-75.397
18473,41.522,-75.217
18503,41.411,-75.667
18504,41.426,-75.7
18505,41.386,-75.652
18507,41.359,-75.682
18508,41.455,-75.658
18509,41.431,-75.643
18510,41.407,-75.637
18512,41.426,-75.601
18517,41.395,-75.714
18518,41.375,-75.74
18519,41.462,-75.631
18602,41.186,-75.754
18603,41.082,-76.258
18610,41.069,-75.549
18612,41.346,-75.986
18614,41.525,-76.497
18615,41.462,-75.857
18616,41.505,-76.636
18617,41.171,-76.078
18618,41.365,-76.041
18619,41.462,-76.718
18621,41.249,-76.099
18622,41.201,-76.274
18623,41.665,-76.152
18624,41.061,-75.647
18625,41.513,-75.849
18626,41.398,-76.524
18628,41.43,-76.314
18629,41.518,-76.141
18630,41.662,-76.024
18631,41.03,-76.304
18632,41.459,-76.377
18634,41.186,-76.023
18635,41.029,-76.201
18636,41.391,-76.114
18640,41.298,-75.739
18641,41.341,-75.726
18642,41.356,-75.773
18643,41.371,-75.84
18644,41.328,-75.882
18651,41.254,-75.96
18653,41.393,-75.823
18655,41.188,-76.203
18656,41.333,-76.185
18657,41.523,-75.959
18660,41.098,-76.062
18661,41.076,-75.741
18701,41.244,-75.885
18702,41.23,-75.757
18704,41.263,-75.915
18705,41.272,-75.843
18706,41.203,-75.915
18707,41.136,-75.933
18708,41.296,-75.963
18709,41.285,-75.896
18801,41.826,-75.94
18810,41.933,-76.507
18812,41.973,-75.965
18814,41.784,-76.607
18816,41.757,-75.916
18817,41.873,-76.632
18818,41.911,-76.044
18821,41.99,-75.723
18822,41.97,-75.794
18823,41.778,-75.69
18824,41.697,-75.787
18825,41.808,-75.608
18826,41.746,-75.749
18828,41.807,-76.096
18829,41.838,-76.174
18830,41.959,-76.114
18831,41.894,-76.598
18832,41.678,-76.569
18833,41.597,-76.484
18834,41.831,-75.721
18837,41.915,-76.303
18840,41.972,-76.535
18842,41.75,-75.623
18843,41.794,-75.9
18844,41.691,-75.905
18845,41.787,-76.182
18846,41.621,-76.23
18847,41.929,-75.579
18848,41.751,-76.455
18850,41.854,-76.462
18851,41.934,-76.176
18853,41.721,-76.277
18854,41.791,-76.356
18901,40.306,-75.147
18902,40.352,-75.096
18912,40.324,-75.056
18913,40.379,-75.06
18914,40.289,-75.21
18915,40.272,-75.257
18917,40.377,-75.206
18920,40.498,-75.084
18923,40.359,-75.174
18925,40.289,-75.058
18929,40.256,-75.08
18930,40.521,-75.219
18932,40.292,-75.25
18935,40.437,-75.403
18936,40.224,-75.231
18938,40.351,-74.998
18940,40.261,-74.938
18942,40.471,-75.16
18944,40.389,-75.234
18947,40.423,-75.118
18950,40.445,-75.074
18951,40.453,-75.349
18954,40.225,-74.993
18955,40.477,-75.314
18960,40.366,-75.326
18962,40.347,-75.271
18964,40.303,-75.338
18966,40.188,-75.01
18969,40.326,-75.368
18970,40.412,-75.381
18972,40.527,-75.125
18974,40.217,-75.073
18976,40.249,-75.144
18977,40.287,-74.882
18980,40.27,-75.017
19001,40.126,-75.125
19002,40.187,-75.207
19003,40.002,-75.299
19004,40.01,-75.232
19006,40.15,-75.034
19007,40.113,-74.858
19008,39.973,-75.36
19009,40.138,-75.064
19010,40.024,-75.33
19012,40.06,-75.106
19013,39.848,-75.378
19014,39.865,-75.433
19015,39.869,-75.393
19017,39.892,-75.46
19018,39.923,-75.299
19020,40.101,-74.939
19021,40.09,-74.892
19022,39.861,-75.337
19023,39.917,-75.267
19025,40.146,-75.162
19026,39.95,-75.304
19027,40.073,-75.124
19029,39.868,-75.292
19030,40.18,-74.837
19031,40.109,-75.217
19032,39.891,-75.279
19033,39.891,-75.328
19034,40.134,-75.205
19035,40.051,-75.278
19036,39.904,-75.293
19038,40.1,-75.172
19040,40.177,-75.106
19041,40.007,-75.316
19043,39.9,-75.309
19044,40.186,-75.153
19046,40.101,-75.106
19047,40.18,-74.912
19050,39.938,-75.264
19053,40.154,-74.975
19054,40.173,-74.819
19055,40.15,-74.839
19056,40.149,-74.886
19057,40.141,-74.854
19060,39.85,-75.494
19061,39.829,-75.435
19063,39.92,-75.416
19064,39.933,-75.341
19066,40.003,-75.249
19067,40.206,-74.818
19070,39.906,-75.325
19072,40.024,-75.258
19073,39.983,-75.429
19074,39.886,-75.296
19075,40.114,-75.185
19076,39.886,-75.307
19078,39.874,-75.322
19079,39.899,-75.267
19081,39.898,-75.347
19082,39.96,-75.27
19083,39.977,-75.312
19085,40.037,-75.35
19086,39.891,-75.37
19087,40.062,-75.402
19090,40.157,-75.125
19094,39.875,-75.347
19095,40.086,-75.151
19096,39.998,-75.274
19102,39.953,-75.166
19103,39.953,-75.174
19104,39.959,-75.199
19106,39.949,-75.143
19107,39.952,-75.159
19109,39.95,-75.164
19111,40.061,-75.08
19112,39.89,-75.169
19113,39.871,-75.247
19114,40.069,-75.0
19115,40.091,-75.043
19116,40.116,-75.013
19118,40.074,-75.211
19119,40.053,-75.191
19120,40.034,-75.119
19121,39.982,-75.179
19122,39.978,-75.146
19123,39.964,-75.146
19124,40.017,-75.093
19125,39.976,-75.125
19126,40.055,-75.138
19127,40.028,-75.228
19128,40.048,-75.228
19129,40.013,-75.185
19130,39.968,-75.176
19131,39.99,-75.218
19132,39.996,-75.171
19133,39.993,-75.142
19134,39.99,-75.109
19135,40.022,-75.049
19136,40.039,-75.019
19137,39.993,-75.072
19138,40.056,-75.159
19139,39.961,-75.229
19140,40.012,-75.145
19141,40.038,-75.146
19142,39.922,-75.233
19143,39.943,-75.226
19144,40.034,-75.174
19145,39.91,-75.198
19146,39.939,-75.184
19147,39.935,-75.152
19148,39.912,-75.151
19149,40.038,-75.066
19150,40.072,-75.172
19151,39.98,-75.257
19152,40.061,-75.047
19153,39.893,-75.23
19154,40.096,-74.983
19301,40.04,-75.48
19310,39.935,-75.973
19311,39.821,-75.771
19312,40.031,-75.455
19316,40.054,-75.834
19317,39.861,-75.599
19319,39.925,-75.521
19320,39.963,-75.832
19330,39.868,-75.914
19333,40.042,-75.424
19335,40.023,-75.721
19341,40.04,-75.641
19342,39.904,-75.499
19343,40.101,-75.755
19344,40.084,-75.881
19345,40.029,-75.565
19348,39.87,-75.713
19350,39.76,-75.796
19352,39.776,-75.89
19355,40.046,-75.533
19358,39.964,-75.805
19362,39.751,-76.07
19363,39.791,-75.968
19365,39.966,-75.925
19367,39.963,-75.884
19372,39.998,-75.758
19373,39.901,-75.533
19374,39.825,-75.76
19375,39.9,-75.74
19380,39.987,-75.603
19382,39.928,-75.613
19383,39.952,-75.602
19390,39.836,-75.842
19401,40.13,-75.332
19403,40.149,-75.376
19405,40.104,-75.341
19406,40.093,-75.384
19422,40.157,-75.279
19425,40.102,-75.651
19426,40.191,-75.437
19428,40.08,-75.3
19435,40.327,-75.569
19436,40.202,-75.247
19437,40.182,-75.259
19438,40.269,-75.391
19440,40.286,-75.291
19442,40.13,-75.583
19444,40.088,-75.253
19446,40.232,-75.304
19453,40.141,-75.498
19454,40.223,-75.243
19456,40.134,-75.462
19457,40.206,-75.59
19460,40.127,-75.53
19462,40.115,-75.282
19464,40.259,-75.616
19465,40.19,-75.685
19468,40.208,-75.532
19472,40.337,-75.574
19473,40.256,-75.482
19474,40.224,-75.404
19475,40.172,-75.6
19477,40.183,-75.231
19492,40.285,-75.492
19501,40.244,-76.065
19503,40.407,-75.572
19504,40.416,-75.589
19505,40.379,-75.621
19506,40.453,-76.128
19507,40.505,-76.27
19508,40.262,-75.834
19510,40.448,-75.878
19511,40.486,-75.743
19512,40.348,-75.681
19518,40.27,-75.753
19519,40.321,-75.735
19520,40.164,-75.793
19522,40.447,-75.82
19523,40.201,-75.85
19525,40.306,-75.585
19526,40.547,-75.997
19529,40.631,-75.865
19530,40.539,-75.781
19533,40.425,-75.993
19534,40.574,-75.881
19535,40.34,-75.804
19536,40.481,-75.759
19538,40.548,-75.703
19539,40.496,-75.684
19540,40.236,-75.967
19541,40.486,-76.03
19542,40.261,-75.767
19543,40.176,-75.894
19544,40.417,-76.297
19545,40.342,-75.624
19547,40.38,-75.769
19549,40.585,-76.02
19550,40.455,-76.249
19551,40.362,-76.137
19554,40.513,-76.104
19555,40.494,-75.954
19559,40.495,-76.182
19560,40.406,-75.894
19562,40.505,-75.703
19564,40.519,-75.878
19565,40.342,-76.088
19567,40.388,-76.21
19601,40.355,-75.94
19602,40.329,-75.915
19604,40.357,-75.91
19605,40.398,-75.943
19606,40.339,-75.858
19607,40.291,-75.945
19608,40.311,-76.035
19609,40.328,-75.997
19610,40.341,-75.975
19611,40.325,-75.943
19701,39.583,-75.701
19702,39.618,-75.73
19703,39.802,-75.454
19706,39.573,-75.596
19707,39.786,-75.684
19709,39.495,-75.675
19710,39.795,-75.588
19711,39.714,-75.741
19713,39.671,-75.712
19716,39.69,-75.758
19717,39.678,-75.752
19720,39.647,-75.605
19730,39.464,-75.647
19731,39.524,-75.588
19732,39.784,-75.57
19733,39.556,-75.651
19734,39.382,-75.653
19735,39.803,-75.6
19736,39.802,-75.676
19801,39.728,-75.541
19802,39.757,-75.529
19803,39.801,-75.542
19804,39.717,-75.618
19805,39.744,-75.594
19806,39.763,-75.564
19807,39.799,-75.614
19808,39.738,-75.667
19809,39.758,-75.501
19810,39.819,-75.506
19901,39.182,-75.474
19902,39.125,-75.482
19904,39.171,-75.588
19930,38.547,-75.064
19931,38.574,-75.623
19933,38.729,-75.62
19934,39.085,-75.627
19936,39.219,-75.584
19938,39.261,-75.708
19939,38.567,-75.211
19940,38.478,-75.565
19941,38.794,-75.426
19943,39.004,-75.607
19944,38.479,-75.058
19945,38.505,-75.229
19946,39.035,-75.45
19947,38.666,-75.398
19950,38.818,-75.597
19951,38.685,-75.255
19952,38.921,-75.628
19953,39.152,-75.694
19954,38.897,-75.52
19955,39.226,-75.669
19956,38.548,-75.538
19958,38.729,-75.168
19960,38.851,-75.409
19962,39.069,-75.488
19963,38.943,-75.363
19964,39.089,-75.721
19966,38.579,-75.277
19967,38.539,-75.122
19968,38.774,-75.287
19970,38.557,-75.1
19971,38.686,-75.087
19973,38.639,-75.616
19975,38.468,-75.167
19977,39.299,-75.546
19979,39.049,-75.573
20001,38.91,-77.018
20002,38.905,-76.984
20003,38.882,-76.991
20004,38.895,-77.029
20005,38.905,-77.032
20006,38.899,-77.041
20007,38.914,-77.079
20008,38.936,-77.06
20009,38.919,-77.037
20010,38.933,-77.03
20011,38.953,-77.023
20012,38.977,-77.033
20015,38.967,-77.058
20016,38.937,-77.09
20017,38.938,-76.992
20018,38.927,-76.974
20019,38.891,-76.944
20020,38.86,-76.979
20024,38.876,-77.025
20032,38.834,-77.007
20036,38.907,-77.042
20037,38.899,-77.055
20045,38.897,-77.031
20052,38.9,-77.047
20053,38.884,-77.011
20057,38.909,-77.076
20064,38.936,-76.999
20105,38.953,-77.603
20106,38.699,-78.002
20109,38.794,-77.531
20110,38.747,-77.485
20111,38.749,-77.428
20112,38.665,-77.429
20115,38.81,-77.912
20117,38.999,-77.734
20118,38.968,-77.737
20119,38.61,-77.622
20120,38.856,-77.476
20121,38.811,-77.463
20124,38.781,-77.391
20129,39.172,-77.601
20130,39.039,-77.944
20132,39.167,-77.721
20135,39.086,-77.887
20136,38.739,-77.556
20137,38.807,-77.722
20139,38.656,-77.694
20141,39.112,-77.791
20143,38.859,-77.565
20144,38.923,-77.947
20147,39.042,-77.478
20148,38.996,-77.521
20151,38.896,-77.445
20152,38.919,-77.502
20155,38.81,-77.618
20158,39.14,-77.658
20164,39.013,-77.395
20165,39.058,-77.393
20166,38.986,-77.456
20169,38.879,-77.645
20170,38.98,-77.38
20171,38.924,-77.397
20175,39.064,-77.604
20176,39.185,-77.544
20180,39.269,-77.638
20181,38.689,-77.57
20184,39.001,-77.884
20186,38.698,-77.851
20187,38.722,-77.748
20190,38.959,-77.339
20191,38.935,-77.352
20194,38.981,-77.341
20197,39.195,-77.628
20198,38.884,-77.745
20202,38.887,-77.021
20204,38.886,-77.014
20228,38.886,-77.03
20230,38.894,-77.033
20240,38.894,-77.043
20245,38.893,-77.044
20260,38.884,-77.025
20307,38.976,-77.03
20317,38.935,-77.014
20319,38.865,-77.017
20373,38.859,-77.008
20390,38.879,-76.994
20405,38.896,-77.043
20418,38.893,-77.048
20427,38.902,-77.048
20506,38.897,-77.039
20510,38.893,-77.007
20520,38.895,-77.048
20535,38.894,-77.025
20540,38.888,-77.005
20551,38.893,-77.046
20553,38.887,-77.023
20560,38.888,-77.026
20565,38.891,-77.019
20566,38.896,-77.055
20593,38.867,-77.01
20601,38.613,-76.852
20602,38.583,-76.895
20603,38.63,-76.977
20606,38.263,-76.737
20607,38.673,-77.019
20608,38.582,-76.701
20609,38.27,-76.768
20611,38.458,-76.975
20612,38.505,-76.677
20613,38.671,-76.805
20615,38.411,-76.549
20616,38.662,-77.098
20617,38.544,-76.853
20618,38.286,-76.783
20619,38.292,-76.528
20620,38.234,-76.529
20621,38.326,-76.801
20622,38.417,-76.878
20623,38.742,-76.842
20624,38.338,-76.734
20625,38.262,-76.847
20626,38.231,-76.771
20628,38.153,-76.34
20629,38.337,-76.45
20630,38.164,-76.476
20632,38.433,-76.958
20634,38.269,-76.507
20636,38.352,-76.567
20637,38.525,-76.756
20639,38.601,-76.605
20640,38.527,-77.203
20645,38.294,-76.911
20646,38.524,-77.001
20650,38.269,-76.633
20653,38.236,-76.433
20657,38.38,-76.443
20658,38.561,-77.161
20659,38.419,-76.732
20660,38.37,-76.707
20662,38.429,-77.205
20664,38.354,-76.925
20667,38.215,-76.448
20670,38.285,-76.416
20674,38.135,-76.504
20675,38.581,-77.022
20676,38.493,-76.541
20677,38.495,-77.037
20678,38.523,-76.601
20680,38.109,-76.386
20684,38.136,-76.41
20685,38.434,-76.529
20686,38.178,-76.43
20687,38.064,-76.34
20688,38.327,-76.464
20689,38.663,-76.579
20690,38.158,-76.535
20692,38.175,-76.497
20693,38.457,-77.09
20695,38.591,-76.971
20701,39.126,-76.785
20705,39.049,-76.9
20706,38.966,-76.851
20707,39.099,-76.88
20708,39.057,-76.826
20710,38.942,-76.926
20711,38.801,-76.645
20712,38.942,-76.965
20714,38.724,-76.557
20715,38.989,-76.741
20716,38.926,-76.715
20720,38.983,-76.786
20721,38.915,-76.785
20722,38.935,-76.951
20723,39.138,-76.868
20724,39.101,-76.804
20732,38.655,-76.543
20733,38.806,-76.532
20735,38.751,-76.903
20736,38.689,-76.628
20737,38.964,-76.914
20740,39.003,-76.932
20742,38.99,-76.946
20743,38.884,-76.893
20744,38.758,-76.984
20745,38.807,-76.996
20746,38.836,-76.918
20747,38.855,-76.883
20748,38.815,-76.933
20751,38.794,-76.561
20754,38.731,-76.647
20755,39.108,-76.747
20758,38.733,-76.593
20759,39.154,-76.931
20762,38.81,-76.869
20763,39.135,-76.82
20764,38.824,-76.506
20765,38.842,-76.544
20769,38.997,-76.819
20770,39.003,-76.879
20772,38.78,-76.767
20774,38.875,-76.774
20776,38.872,-76.572
20777,39.175,-76.969
20778,38.829,-76.573
20779,38.764,-76.573
20781,38.953,-76.946
20782,38.966,-76.966
20783,38.997,-76.967
20784,38.951,-76.892
20785,38.918,-76.882
20794,39.151,-76.795
20812,38.967,-77.144
20814,39.005,-77.101
20815,38.983,-77.079
20816,38.957,-77.12
20817,38.997,-77.152
20818,38.973,-77.162
20832,39.15,-77.078
20833,39.207,-77.055
20837,39.117,-77.407
20838,39.218,-77.391
20839,39.188,-77.435
20841,39.192,-77.328
20842,39.2,-77.415
20850,39.091,-77.182
20851,39.079,-77.122
20852,39.052,-77.122
20853,39.102,-77.095
20854,39.033,-77.221
20855,39.133,-77.134
20860,39.142,-77.025
20861,39.15,-76.998
20862,39.181,-77.019
20866,39.109,-76.934
20868,39.126,-76.969
20871,39.261,-77.283
20872,39.294,-77.216
20874,39.133,-77.302
20876,39.208,-77.237
20877,39.141,-77.192
20878,39.113,-77.251
20879,39.168,-77.172
20880,39.14,-77.174
20882,39.238,-77.157
20886,39.189,-77.205
20895,39.027,-77.078
20896,39.035,-77.092
20899,39.144,-77.216
20901,39.021,-77.01
20902,39.045,-77.039
20903,39.021,-76.981
20904,39.067,-76.981
20905,39.11,-76.988
20906,39.087,-77.057
20910,39.003,-77.037
20912,38.982,-77.001
21001,39.503,-76.202
21005,39.488,-76.145
21009,39.467,-76.295
21010,39.391,-76.293
21012,39.047,-76.496
21013,39.511,-76.491
21014,39.536,-76.352
21015,39.544,-76.292
21017,39.475,-76.234
21028,39.566,-76.25
21029,39.214,-76.959
21030,39.492,-76.674
21031,39.487,-76.658
21032,39.028,-76.604
21034,39.641,-76.223
21035,38.938,-76.627
21036,39.235,-77.007
21037,38.919,-76.543
21040,39.436,-76.29
21042,39.277,-76.895
21043,39.256,-76.801
21044,39.206,-76.879
21045,39.206,-76.828
21046,39.173,-76.842
21047,39.521,-76.439
21048,39.488,-76.915
21050,39.585,-76.392
21051,39.473,-76.456
21052,39.206,-76.447
21053,39.697,-76.715
21054,39.04,-76.686
21056,39.073,-76.429
21057,39.449,-76.512
21060,39.167,-76.583
21061,39.162,-76.629
21071,39.482,-76.811
21074,39.622,-76.84
21075,39.204,-76.749
21076,39.169,-76.716
21077,39.156,-76.698
21078,39.559,-76.141
21082,39.478,-76.474
21084,39.614,-76.466
21085,39.446,-76.357
21087,39.449,-76.413
21090,39.208,-76.673
21093,39.439,-76.641
21102,39.683,-76.851
21104,39.347,-76.913
21105,39.714,-76.651
21108,39.09,-76.621
21111,39.576,-76.59
21113,39.054,-76.717
21114,39.01,-76.684
21117,39.428,-76.778
21120,39.646,-76.675
21122,39.121,-76.495
21128,39.409,-76.447
21130,39.477,-76.194
21131,39.504,-76.59
21132,39.695,-76.44
21133,39.374,-76.815
21136,39.484,-76.794
21140,38.949,-76.583
21144,39.121,-76.677
21146,39.079,-76.559
21152,39.541,-76.68
21153,39.418,-76.701
21154,39.657,-76.36
21155,39.574,-76.806
21156,39.437,-76.396
21157,39.549,-76.984
21158,39.654,-77.035
21160,39.7,-76.307
21161,39.66,-76.565
21162,39.39,-76.406
21163,39.338,-76.848
21201,39.295,-76.622
21202,39.297,-76.607
21204,39.402,-76.632
21205,39.302,-76.564
21206,39.338,-76.539
21207,39.324,-76.719
21208,39.381,-76.721
21209,39.373,-76.67
21210,39.359,-76.633
21211,39.33,-76.639
21212,39.369,-76.615
21213,39.315,-76.577
21214,39.352,-76.564
21215,39.345,-76.684
21216,39.311,-76.672
21217,39.308,-76.639
21218,39.33,-76.601
21219,39.227,-76.443
21220,39.347,-76.39
21221,39.289,-76.435
21222,39.265,-76.493
21223,39.283,-76.654
21224,39.275,-76.543
21225,39.226,-76.616
21226,39.209,-76.563
21227,39.24,-76.679
21228,39.273,-76.748
21229,39.284,-76.691
21230,39.266,-76.624
21231,39.287,-76.592
21234,39.393,-76.534
21236,39.388,-76.484
21237,39.342,-76.495
21239,39.367,-76.589
21240,39.174,-76.672
21244,39.335,-76.777
21250,39.256,-76.711
21251,39.345,-76.581
21252,39.394,-76.608
21286,39.412,-76.573
21401,38.988,-76.553
21402,38.987,-76.473
21403,38.942,-76.49
21405,39.028,-76.557
21409,39.018,-76.443
21502,39.644,-78.755
21520,39.625,-79.301
21521,39.551,-79.041
21522,39.61,-79.228
21523,39.481,-79.079
21524,39.708,-78.801
21529,39.704,-78.767
21530,39.68,-78.546
21531,39.643,-79.428
21532,39.649,-78.985
21536,39.657,-79.166
21538,39.41,-79.224
21539,39.56,-78.95
21540,39.478,-79.062
21541,39.542,-79.38
21542,39.596,-78.95
21543,39.656,-78.961
21545,39.704,-78.855
21550,39.389,-79.391
21555,39.575,-78.562
21557,39.536,-78.923
21561,39.492,-79.194
21562,39.514,-79.041
21601,38.794,-76.082
21607,39.133,-75.854
21610,39.367,-76.072
21612,38.752,-76.275
21613,38.503,-76.079
21617,39.049,-76.045
21619,38.943,-76.266
21620,39.2,-76.098
21622,38.414,-76.159
21623,39.124,-75.967
21624,38.845,-76.27
21625,38.873,-75.996
21626,38.341,-76.098
21627,38.233,-76.046
21628,39.233,-75.922
21629,38.859,-75.825
21631,38.582,-75.939
21632,38.731,-75.772
21634,38.292,-76.199
21635,39.335,-75.847
21636,39.025,-75.803
21638,38.94,-76.208
21639,38.959,-75.782
21640,39.068,-75.821
21641,38.918,-75.94
21643,38.646,-75.87
21644,39.112,-75.874
21645,39.316,-75.956
21647,38.812,-76.283
21648,38.485,-76.239
21649,39.133,-75.771
21650,39.314,-75.817
21651,39.256,-75.852
21652,38.703,-76.274
21653,38.75,-76.18
21654,38.689,-76.128
21655,38.745,-75.913
21657,38.969,-75.986
21658,38.946,-76.143
21659,38.59,-75.767
21660,38.956,-75.89
21661,39.096,-76.219
21662,38.711,-76.208
21663,38.788,-76.229
21664,38.607,-75.945
21665,38.752,-76.333
21666,38.94,-76.336
21667,39.351,-76.042
21668,39.191,-75.853
21669,38.46,-76.285
21671,38.696,-76.335
21672,38.272,-76.053
21673,38.642,-76.043
21675,38.289,-76.09
21676,38.773,-76.353
21677,38.472,-76.174
21678,39.313,-76.112
21679,38.92,-76.094
21701,39.444,-77.333
21702,39.479,-77.443
21703,39.367,-77.473
21704,39.355,-77.376
21705,39.409,-77.41
21710,39.308,-77.432
21711,39.668,-78.02
21713,39.53,-77.676
21714,39.419,-77.504
21716,39.314,-77.62
21717,39.339,-77.437
21718,39.393,-77.628
21719,39.708,-77.494
21722,39.662,-77.92
21723,39.329,-77.003
21727,39.689,-77.329
21733,39.549,-77.758
21734,39.608,-77.708
21737,39.248,-77.027
21738,39.28,-77.027
21740,39.632,-77.744
21742,39.678,-77.653
21746,39.565,-77.711
21750,39.662,-78.236
21754,39.332,-77.316
21755,39.36,-77.568
21756,39.463,-77.704
21757,39.594,-77.258
21758,39.353,-77.657
21762,39.481,-77.247
21766,39.67,-78.388
21767,39.697,-77.747
21769,39.442,-77.569
21770,39.35,-77.256
21771,39.395,-77.164
21773,39.543,-77.552
21774,39.41,-77.269
21776,39.518,-77.1
21777,39.271,-77.519
21778,39.616,-77.328
21779,39.427,-77.652
21780,39.677,-77.466
21781,39.571,-77.76
21782,39.457,-77.762
21783,39.652,-77.554
21784,39.401,-76.974
21787,39.678,-77.173
21788,39.59,-77.414
21790,39.261,-77.485
21791,39.532,-77.189
21793,39.494,-77.344
21794,39.298,-76.966
21795,39.581,-77.824
21797,39.328,-77.071
21798,39.536,-77.302
21801,38.382,-75.64
21802,38.345,-75.583
21804,38.314,-75.532
21810,38.3,-75.707
21811,38.319,-75.217
21813,38.424,-75.155
21814,38.293,-75.899
21817,37.981,-75.836
21821,38.165,-75.917
21822,38.281,-75.636
21824,37.981,-76.037
21826,38.317,-75.626
21829,38.098,-75.371
21830,38.402,-75.738
21835,38.532,-75.948
21837,38.455,-75.766
21838,38.018,-75.738
21840,38.249,-75.9
21841,38.247,-75.296
21842,38.351,-75.129
21849,38.377,-75.462
21850,38.362,-75.397
21851,38.08,-75.542
21853,38.204,-75.721
21856,38.331,-75.795
21861,38.536,-75.727
21862,38.398,-75.226
21863,38.188,-75.399
21864,38.032,-75.406
21865,38.287,-75.841
21866,37.967,-76.021
21867,38.11,-75.794
21869,38.438,-75.896
21871,38.094,-75.736
21872,38.415,-75.299
21874,38.391,-75.352
21875,38.44,-75.545
21890,38.157,-75.704
21901,39.585,-75.959
21902,39.552,-76.063
21903,39.573,-76.039
21904,39.615,-76.068
21911,39.695,-76.033
21912,39.419,-75.819
21913,39.405,-75.868
21914,39.572,-75.978
21915,39.496,-75.848
21916,39.641,-75.862
21917,39.672,-76.097
21918,39.678,-76.176
21919,39.419,-75.934
21920,39.657,-75.828
21921,39.627,-75.86
21930,39.376,-75.888
22003,38.83,-77.215
22015,38.788,-77.279
22025,38.598,-77.339
22026,38.56,-77.296
22027,38.895,-77.223
22030,38.837,-77.34
22031,38.859,-77.26
22032,38.819,-77.29
22033,38.875,-77.385
22035,38.855,-77.357
22039,38.756,-77.314
22041,38.849,-77.141
22042,38.865,-77.197
22043,38.901,-77.196
22044,38.862,-77.154
22046,38.886,-77.181
22060,38.693,-77.153
22066,39.012,-77.302
22079,38.675,-77.21
22101,38.94,-77.165
22102,38.951,-77.23
22124,38.895,-77.332
22125,38.682,-77.262
22134,38.522,-77.385
22150,38.773,-77.187
22151,38.804,-77.208
22152,38.774,-77.232
22153,38.745,-77.236
22172,38.565,-77.37
22180,38.895,-77.256
22181,38.907,-77.293
22182,38.938,-77.276
22185,38.875,-77.304
22191,38.623,-77.263
22192,38.684,-77.315
22193,38.644,-77.352
22201,38.887,-77.095
22202,38.857,-77.051
22203,38.874,-77.117
22204,38.861,-77.099
22205,38.884,-77.14
22206,38.844,-77.089
22207,38.907,-77.124
22209,38.895,-77.075
22211,38.88,-77.071
22213,38.895,-77.163
22214,38.869,-77.074
22301,38.82,-77.06
22302,38.828,-77.083
22303,38.794,-77.079
22304,38.813,-77.112
22305,38.836,-77.062
22306,38.756,-77.098
22307,38.772,-77.057
22308,38.734,-77.061
22309,38.72,-77.106
22310,38.784,-77.123
22311,38.834,-77.125
22312,38.816,-77.154
22314,38.807,-77.056
22315,38.758,-77.151
22401,38.299,-77.487
22405,38.314,-77.404
22406,38.4,-77.547
22407,38.283,-77.576
22408,38.22,-77.444
22427,38.093,-77.271
22432,37.87,-76.342
22433,38.367,-77.859
22435,37.967,-76.572
22436,38.084,-77.117
22437,37.786,-76.803
22438,38.041,-76.981
22443,38.17,-76.987
22448,38.336,-77.028
22454,37.844,-76.834
22460,37.869,-76.607
22469,38.082,-76.65
22473,37.887,-76.421
22476,38.051,-77.073
22480,37.663,-76.412
22482,37.736,-76.346
22485,38.277,-77.163
22488,38.049,-76.587
22503,37.75,-76.515
22504,37.769,-76.721
22508,38.313,-77.798
22509,38.121,-77.08
22511,37.991,-76.504
22514,38.008,-77.329
22520,38.122,-76.803
22529,38.012,-76.69
22530,37.898,-76.293
22534,38.073,-77.696
22535,38.149,-77.167
22538,38.192,-77.262
22539,37.861,-76.286
22542,38.294,-77.881
22546,37.943,-77.449
22548,37.816,-76.705
22551,38.17,-77.7
22553,38.271,-77.649
22554,38.427,-77.368
22556,38.469,-77.515
22560,37.916,-76.961
22567,38.238,-77.928
22572,37.965,-76.771
22576,37.671,-76.456
22578,37.637,-76.356
22579,37.796,-76.315
22580,38.109,-77.446
22601,39.174,-78.173
22602,39.144,-78.285
22603,39.269,-78.213
22610,38.825,-78.279
22611,39.169,-77.985
22620,39.068,-78.032
22623,38.849,-78.141
22624,39.27,-78.092
22625,39.377,-78.309
22627,38.758,-78.145
22630,38.931,-78.176
22637,39.257,-78.352
22639,38.814,-78.019
22640,38.811,-78.141
22641,39.085,-78.386
22642,38.947,-78.012
22643,38.885,-77.984
22644,38.95,-78.486
22645,39.019,-78.275
22646,39.073,-78.051
22650,38.765,-78.365
22652,38.84,-78.432
